id,has_cactus
000940378805c44108d287872b2f04ce.jpg,0.017382082
0017242f54ececa4512b4d7937d1e21e.jpg,7.975845e-05
001ee6d8564003107853118ab87df407.jpg,0.9685817
002e175c3c1e060769475f52182583d0.jpg,0.99767476
0036e44a7e8f7218e9bc7bf8137e4943.jpg,0.19905846
0038ed6f7417b8275b393307f66cb1e3.jpg,3.232326e-05
0059dfa41de4441fc23b9a4b98ba99cb.jpg,0.004366491
0061bd302d735db829418cb90b4e6040.jpg,0.0007431637
00754573d8c7223e73da553dd43780bd.jpg,0.0023206838
008d9fce71c8e03a4c9cdd15ea908573.jpg,0.99973017
00a36d4d6d152404670276fc983273bc.jpg,3.2326436e-05
00b706122b87e0fa275ff59e39d4d94b.jpg,0.0005957686
00c054da839d5518e59790f7d867f317.jpg,0.9700781
00c88441b0510cdb3a6e9b3fa7b632af.jpg,0.006302689
00e1e29865202c8ca715b0f14848d577.jpg,0.99739504
00e20b0e6d779e7c36cea29710eed88e.jpg,0.008491432
00feb0be23ac80f397a55b0ed8502def.jpg,0.020013288
01185a1a81bb8041fa5e9c9ada9374eb.jpg,0.0022159352
0124398c0fcf6d1c92d9800337636b4e.jpg,7.700764e-05
0127044dfc88dfaed0118c8764909800.jpg,0.49384654
012c260033e652ab9690ea4bb3f63483.jpg,0.00017470468
0145b0da83f36fcfe1a1309355154c9f.jpg,0.9998921
01723d584648a9c88704625121443d46.jpg,0.00022897974
017396273d436137bbecaeb650dca415.jpg,0.98110664
0188f5ba08afcb5fa036a8c48aff1d1a.jpg,0.10960214
01a840130560403d291c6b7cb3ed6cf3.jpg,0.95248675
01b73e88077f801b357064e7dd914db6.jpg,0.12123285
01c77430f6e5062bfde2427cdd312a39.jpg,0.0039459183
01cd51bb115fe5c0c37acd8d8800613e.jpg,7.4695636e-05
01e890418e216253bf5339ee4c96b65e.jpg,0.6773215
020585f52ae099cea100b6e302697dd5.jpg,0.9911918
02203be3c4fce1e83c3fa6693c0dea39.jpg,0.0036323422
022092850a5d17c77ccfab20e8ceb651.jpg,0.006976476
024b35ae8ae64039f3d5fcda7886e1cc.jpg,0.414736
025b80775bc9773d352b22f72903c528.jpg,0.009146378
0265d36392efd03a0f0843b8f82d7d92.jpg,0.9999044
027e9a2a129836fc0e4f50a2e1f37fa1.jpg,0.64274156
028aea34ccc8169bd662c740c5ac3799.jpg,0.9984189
028c67154cbac90ff396f41aebe58656.jpg,0.1729355
0296bb22541623c8775e6629a9405afd.jpg,0.00042638037
02a677f6390cd9084c60b29ec061e940.jpg,0.054183796
02b072147b3c4c01b823a760366616be.jpg,0.0022745014
02b422f16c6707a0289acbf6201496ea.jpg,0.9993074
